"시도별","시점","연령계층별","성별",데이터
"세종특별자치시","2017.2/4","30 - 39세","여자",13
"세종특별자치시","2017.2/4","40 - 49세","남자",23
"세종특별자치시","2017.2/4","40 - 49세","여자",14
"세종특별자치시","2017.2/4","50 - 59세","남자",14
"세종특별자치시","2017.2/4","50 - 59세","여자",9
"세종특별자치시","2017.2/4","60세이상","남자",9
"세종특별자치시","2017.2/4","60세이상","여자",7
"세종특별자치시","2017.3/4","20 - 29세","남자",8
"세종특별자치시","2017.3/4","20 - 29세","여자",9
"세종특별자치시","2017.3/4","30 - 39세","남자",23
"세종특별자치시","2017.3/4","30 - 39세","여자",14
"세종특별자치시","2017.3/4","40 - 49세","남자",24
"세종특별자치시","2017.3/4","40 - 49세","여자",14
"세종특별자치시","2017.3/4","50 - 59세","남자",14
"세종특별자치시","2017.3/4","50 - 59세","여자",9
"세종특별자치시","2017.3/4","60세이상","남자",9
"세종특별자치시","2017.3/4","60세이상","여자",7
"세종특별자치시","2017.4/4","20 - 29세","남자",8
"세종특별자치시","2017.4/4","20 - 29세","여자",9
"세종특별자치시","2017.4/4","30 - 39세","남자",23
"세종특별자치시","2017.4/4","30 - 39세","여자",15
"세종특별자치시","2017.4/4","40 - 49세","남자",25
"세종특별자치시","2017.4/4","40 - 49세","여자",14
"세종특별자치시","2017.4/4","50 - 59세","남자",15
"세종특별자치시","2017.4/4","50 - 59세","여자",9
"세종특별자치시","2017.4/4","60세이상","남자",9
"세종특별자치시","2017.4/4","60세이상","여자",7
"세종특별자치시","2018.1/4","20 - 29세","남자",9
"세종특별자치시","2018.1/4","20 - 29세","여자",9
"세종특별자치시","2018.1/4","30 - 39세","남자",24
"세종특별자치시","2018.1/4","30 - 39세","여자",15
"세종특별자치시","2018.1/4","40 - 49세","남자",26
"세종특별자치시","2018.1/4","40 - 49세","여자",14
"세종특별자치시","2018.1/4","50 - 59세","남자",15
"세종특별자치시","2018.1/4","50 - 59세","여자",9
"세종특별자치시","2018.1/4","60세이상","남자",8
"세종특별자치시","2018.1/4","60세이상","여자",6
"세종특별자치시","2018.2/4","20 - 29세","남자",11
"세종특별자치시","2018.2/4","20 - 29세","여자",9
"세종특별자치시","2018.2/4","30 - 39세","남자",25
"세종특별자치시","2018.2/4","30 - 39세","여자",16
"세종특별자치시","2018.2/4","40 - 49세","남자",27
"세종특별자치시","2018.2/4","40 - 49세","여자",16
"세종특별자치시","2018.2/4","50 - 59세","남자",16
"세종특별자치시","2018.2/4","50 - 59세","여자",11
"세종특별자치시","2018.2/4","60세이상","남자",9
"세종특별자치시","2018.2/4","60세이상","여자",7
"세종특별자치시","2018.3/4","20 - 29세","남자",11
"세종특별자치시","2018.3/4","20 - 29세","여자",9
"세종특별자치시","2018.3/4","30 - 39세","남자",26
"세종특별자치시","2018.3/4","30 - 39세","여자",16
"세종특별자치시","2018.3/4","40 - 49세","남자",28
"세종특별자치시","2018.3/4","40 - 49세","여자",17
"세종특별자치시","2018.3/4","50 - 59세","남자",17
"세종특별자치시","2018.3/4","50 - 59세","여자",11
"세종특별자치시","2018.3/4","60세이상","남자",9
"세종특별자치시","2018.3/4","60세이상","여자",7
"세종특별자치시","2018.4/4","20 - 29세","남자",10
"세종특별자치시","2018.4/4","20 - 29세","여자",10
"세종특별자치시","2018.4/4","30 - 39세","남자",28
"세종특별자치시","2018.4/4","30 - 39세","여자",17
"세종특별자치시","2018.4/4","40 - 49세","남자",28
"세종특별자치시","2018.4/4","40 - 49세","여자",19
"세종특별자치시","2018.4/4","50 - 59세","남자",17
"세종특별자치시","2018.4/4","50 - 59세","여자",12
"세종특별자치시","2018.4/4","60세이상","남자",9
"세종특별자치시","2018.4/4","60세이상","여자",7
"세종특별자치시","2019.1/4","20 - 29세","남자",10
"세종특별자치시","2019.1/4","20 - 29세","여자",9
"세종특별자치시","2019.1/4","30 - 39세","남자",28
"세종특별자치시","2019.1/4","30 - 39세","여자",17
"세종특별자치시","2019.1/4","40 - 49세","남자",29
"세종특별자치시","2019.1/4","40 - 49세","여자",19
"세종특별자치시","2019.1/4","50 - 59세","남자",18
"세종특별자치시","2019.1/4","50 - 59세","여자",12
"세종특별자치시","2019.1/4","60세이상","남자",9
"세종특별자치시","2019.1/4","60세이상","여자",6
"세종특별자치시","2019.2/4","20 - 29세","남자",10
"세종특별자치시","2019.2/4","20 - 29세","여자",10
"세종특별자치시","2019.2/4","30 - 39세","남자",29
"세종특별자치시","2019.2/4","30 - 39세","여자",17
"세종특별자치시","2019.2/4","40 - 49세","남자",30
"세종특별자치시","2019.2/4","40 - 49세","여자",20
"세종특별자치시","2019.2/4","50 - 59세","남자",18
"세종특별자치시","2019.2/4","50 - 59세","여자",13
"세종특별자치시","2019.2/4","60세이상","남자",11
"세종특별자치시","2019.2/4","60세이상","여자",8
"세종특별자치시","2019.3/4","20 - 29세","남자",10
"세종특별자치시","2019.3/4","20 - 29세","여자",11
"세종특별자치시","2019.3/4","30 - 39세","남자",29
"세종특별자치시","2019.3/4","30 - 39세","여자",18
"세종특별자치시","2019.3/4","40 - 49세","남자",31
"세종특별자치시","2019.3/4","40 - 49세","여자",19
"세종특별자치시","2019.3/4","50 - 59세","남자",19
"세종특별자치시","2019.3/4","50 - 59세","여자",13
"세종특별자치시","2019.3/4","60세이상","남자",11
"세종특별자치시","2019.3/4","60세이상","여자",9
"세종특별자치시","2019.4/4","20 - 29세","남자",10
"세종특별자치시","2019.4/4","20 - 29세","여자",11
"세종특별자치시","2019.4/4","30 - 39세","남자",29
"세종특별자치시","2019.4/4","30 - 39세","여자",19
"세종특별자치시","2019.4/4","40 - 49세","남자",32
"세종특별자치시","2019.4/4","40 - 49세","여자",20
"세종특별자치시","2019.4/4","50 - 59세","남자",19
"세종특별자치시","2019.4/4","50 - 59세","여자",14
"세종특별자치시","2019.4/4","60세이상","남자",11
"세종특별자치시","2019.4/4","60세이상","여자",9
"세종특별자치시","2020.1/4","20 - 29세","남자",10
"세종특별자치시","2020.1/4","20 - 29세","여자",10
"세종특별자치시","2020.1/4","30 - 39세","남자",29
"세종특별자치시","2020.1/4","30 - 39세","여자",21
"세종특별자치시","2020.1/4","40 - 49세","남자",33
"세종특별자치시","2020.1/4","40 - 49세","여자",21
"세종특별자치시","2020.1/4","50 - 59세","남자",19
"세종특별자치시","2020.1/4","50 - 59세","여자",13
"세종특별자치시","2020.1/4","60세이상","남자",9
"세종특별자치시","2020.1/4","60세이상","여자",8
"세종특별자치시","2020.2/4","20 - 29세","남자",10
"세종특별자치시","2020.2/4","20 - 29세","여자",11
"세종특별자치시","2020.2/4","30 - 39세","남자",30
"세종특별자치시","2020.2/4","30 - 39세","여자",21
"세종특별자치시","2020.2/4","40 - 49세","남자",33
"세종특별자치시","2020.2/4","40 - 49세","여자",21
"세종특별자치시","2020.2/4","50 - 59세","남자",20
"세종특별자치시","2020.2/4","50 - 59세","여자",12
"세종특별자치시","2020.2/4","60세이상","남자",12
"세종특별자치시","2020.2/4","60세이상","여자",9
"세종특별자치시","2020.3/4","20 - 29세","남자",12
"세종특별자치시","2020.3/4","20 - 29세","여자",13
"세종특별자치시","2020.3/4","30 - 39세","남자",30
"세종특별자치시","2020.3/4","30 - 39세","여자",20
"세종특별자치시","2020.3/4","40 - 49세","남자",34
"세종특별자치시","2020.3/4","40 - 49세","여자",22
"세종특별자치시","2020.3/4","50 - 59세","남자",20
"세종특별자치시","2020.3/4","50 - 59세","여자",13
"세종특별자치시","2020.3/4","60세이상","남자",13
"세종특별자치시","2020.3/4","60세이상","여자",9
"세종특별자치시","2020.4/4","20 - 29세","남자",10
"세종특별자치시","2020.4/4","20 - 29세","여자",12
"세종특별자치시","2020.4/4","30 - 39세","남자",30
"세종특별자치시","2020.4/4","30 - 39세","여자",20
"세종특별자치시","2020.4/4","40 - 49세","남자",34
"세종특별자치시","2020.4/4","40 - 49세","여자",22
"세종특별자치시","2020.4/4","50 - 59세","남자",20
"세종특별자치시","2020.4/4","50 - 59세","여자",14
"세종특별자치시","2020.4/4","60세이상","남자",13
"세종특별자치시","2020.4/4","60세이상","여자",8
"세종특별자치시","2021.1/4","20 - 29세","남자",10
"세종특별자치시","2021.1/4","20 - 29세","여자",13
"세종특별자치시","2021.1/4","30 - 39세","남자",30
"세종특별자치시","2021.1/4","30 - 39세","여자",19
"세종특별자치시","2021.1/4","40 - 49세","남자",34
"세종특별자치시","2021.1/4","40 - 49세","여자",22
"세종특별자치시","2021.1/4","50 - 59세","남자",21
"세종특별자치시","2021.1/4","50 - 59세","여자",13
"세종특별자치시","2021.1/4","60세이상","남자",11
"세종특별자치시","2021.1/4","60세이상","여자",6
"세종특별자치시","2021.2/4","20 - 29세","남자",10
"세종특별자치시","2021.2/4","20 - 29세","여자",12
"세종특별자치시","2021.2/4","30 - 39세","남자",30
"세종특별자치시","2021.2/4","30 - 39세","여자",18
"세종특별자치시","2021.2/4","40 - 49세","남자",34
"세종특별자치시","2021.2/4","40 - 49세","여자",23
"세종특별자치시","2021.2/4","50 - 59세","남자",22
"세종특별자치시","2021.2/4","50 - 59세","여자",14
"세종특별자치시","2021.2/4","60세이상","남자",15
"세종특별자치시","2021.2/4","60세이상","여자",9
"세종특별자치시","2021.3/4","20 - 29세","남자",10
"세종특별자치시","2021.3/4","20 - 29세","여자",12
"세종특별자치시","2021.3/4","30 - 39세","남자",30
"세종특별자치시","2021.3/4","30 - 39세","여자",19
"세종특별자치시","2021.3/4","40 - 49세","남자",34
"세종특별자치시","2021.3/4","40 - 49세","여자",24
"세종특별자치시","2021.3/4","50 - 59세","남자",22
"세종특별자치시","2021.3/4","50 - 59세","여자",14
"세종특별자치시","2021.3/4","60세이상","남자",16
"세종특별자치시","2021.3/4","60세이상","여자",9
"세종특별자치시","2021.4/4","20 - 29세","남자",8
"세종특별자치시","2021.4/4","20 - 29세","여자",11
"세종특별자치시","2021.4/4","30 - 39세","남자",29
"세종특별자치시","2021.4/4","30 - 39세","여자",18
"세종특별자치시","2021.4/4","40 - 49세","남자",34
"세종특별자치시","2021.4/4","40 - 49세","여자",24
"세종특별자치시","2021.4/4","50 - 59세","남자",23
"세종특별자치시","2021.4/4","50 - 59세","여자",14
"세종특별자치시","2021.4/4","60세이상","남자",15
"세종특별자치시","2021.4/4","60세이상","여자",9
"세종특별자치시","2022.1/4","20 - 29세","남자",9
"세종특별자치시","2022.1/4","20 - 29세","여자",10
"세종특별자치시","2022.1/4","30 - 39세","남자",29
"세종특별자치시","2022.1/4","30 - 39세","여자",19
"세종특별자치시","2022.1/4","40 - 49세","남자",34
"세종특별자치시","2022.1/4","40 - 49세","여자",24
"세종특별자치시","2022.1/4","50 - 59세","남자",23
"세종특별자치시","2022.1/4","50 - 59세","여자",14
"세종특별자치시","2022.1/4","60세이상","남자",14
"세종특별자치시","2022.1/4","60세이상","여자",9
"세종특별자치시","2022.2/4","20 - 29세","남자",12
"세종특별자치시","2022.2/4","20 - 29세","여자",10
"세종특별자치시","2022.2/4","30 - 39세","남자",29
"세종특별자치시","2022.2/4","30 - 39세","여자",20
"세종특별자치시","2022.2/4","40 - 49세","남자",35
"세종특별자치시","2022.2/4","40 - 49세","여자",26
"세종특별자치시","2022.2/4","50 - 59세","남자",24
"세종특별자치시","2022.2/4","50 - 59세","여자",15
"세종특별자치시","2022.2/4","60세이상","남자",17
"세종특별자치시","2022.2/4","60세이상","여자",11
"세종특별자치시","2022.3/4","20 - 29세","남자",12
"세종특별자치시","2022.3/4","20 - 29세","여자",10
"세종특별자치시","2022.3/4","30 - 39세","남자",29
"세종특별자치시","2022.3/4","30 - 39세","여자",20
"세종특별자치시","2022.3/4","40 - 49세","남자",36
"세종특별자치시","2022.3/4","40 - 49세","여자",26
"세종특별자치시","2022.3/4","50 - 59세","남자",25
"세종특별자치시","2022.3/4","50 - 59세","여자",15
"세종특별자치시","2022.3/4","60세이상","남자",17
"세종특별자치시","2022.3/4","60세이상","여자",11
"세종특별자치시","2022.4/4","20 - 29세","남자",11
"세종특별자치시","2022.4/4","20 - 29세","여자",10
"세종특별자치시","2022.4/4","30 - 39세","남자",29
"세종특별자치시","2022.4/4","30 - 39세","여자",21
"세종특별자치시","2022.4/4","40 - 49세","남자",36
"세종특별자치시","2022.4/4","40 - 49세","여자",25
"세종특별자치시","2022.4/4","50 - 59세","남자",25
"세종특별자치시","2022.4/4","50 - 59세","여자",16
"세종특별자치시","2022.4/4","60세이상","남자",17
"세종특별자치시","2022.4/4","60세이상","여자",11
"세종특별자치시","2023.1/4","20 - 29세","남자",11
"세종특별자치시","2023.1/4","20 - 29세","여자",11
"세종특별자치시","2023.1/4","30 - 39세","남자",30
"세종특별자치시","2023.1/4","30 - 39세","여자",20
"세종특별자치시","2023.1/4","40 - 49세","남자",36
"세종특별자치시","2023.1/4","40 - 49세","여자",26
"세종특별자치시","2023.1/4","50 - 59세","남자",26
"세종특별자치시","2023.1/4","50 - 59세","여자",15
"세종특별자치시","2023.1/4","60세이상","남자",17
"세종특별자치시","2023.1/4","60세이상","여자",11
"세종특별자치시","2023.2/4","20 - 29세","남자",11
"세종특별자치시","2023.2/4","20 - 29세","여자",12
"세종특별자치시","2023.2/4","30 - 39세","남자",30
"세종특별자치시","2023.2/4","30 - 39세","여자",21
"세종특별자치시","2023.2/4","40 - 49세","남자",36
"세종특별자치시","2023.2/4","40 - 49세","여자",27
"세종특별자치시","2023.2/4","50 - 59세","남자",26
"세종특별자치시","2023.2/4","50 - 59세","여자",16
"세종특별자치시","2023.2/4","60세이상","남자",19
"세종특별자치시","2023.2/4","60세이상","여자",14
"세종특별자치시","2023.3/4","20 - 29세","남자",10
"세종특별자치시","2023.3/4","20 - 29세","여자",11
"세종특별자치시","2023.3/4","30 - 39세","남자",29
"세종특별자치시","2023.3/4","30 - 39세","여자",21
"세종특별자치시","2023.3/4","40 - 49세","남자",37
"세종특별자치시","2023.3/4","40 - 49세","여자",27
"세종특별자치시","2023.3/4","50 - 59세","남자",26
"세종특별자치시","2023.3/4","50 - 59세","여자",16
"세종특별자치시","2023.3/4","60세이상","남자",19
"세종특별자치시","2023.3/4","60세이상","여자",14
"세종특별자치시","2023.4/4","20 - 29세","남자",11
"세종특별자치시","2023.4/4","20 - 29세","여자",11
"세종특별자치시","2023.4/4","30 - 39세","남자",30
"세종특별자치시","2023.4/4","30 - 39세","여자",21
"세종특별자치시","2023.4/4","40 - 49세","남자",36
"세종특별자치시","2023.4/4","40 - 49세","여자",26
"세종특별자치시","2023.4/4","50 - 59세","남자",26
"세종특별자치시","2023.4/4","50 - 59세","여자",18
"세종특별자치시","2023.4/4","60세이상","남자",17
"세종특별자치시","2023.4/4","60세이상","여자",12
"세종특별자치시","2024.1/4","20 - 29세","남자",11
"세종특별자치시","2024.1/4","20 - 29세","여자",11
"세종특별자치시","2024.1/4","30 - 39세","남자",29
"세종특별자치시","2024.1/4","30 - 39세","여자",20
"세종특별자치시","2024.1/4","40 - 49세","남자",36
"세종특별자치시","2024.1/4","40 - 49세","여자",26
"세종특별자치시","2024.1/4","50 - 59세","남자",26
"세종특별자치시","2024.1/4","50 - 59세","여자",18
"세종특별자치시","2024.1/4","60세이상","남자",16
"세종특별자치시","2024.1/4","60세이상","여자",10
"세종특별자치시","2024.2/4","20 - 29세","남자",10
"세종특별자치시","2024.2/4","20 - 29세","여자",11
"세종특별자치시","2024.2/4","30 - 39세","남자",28
"세종특별자치시","2024.2/4","30 - 39세","여자",21
"세종특별자치시","2024.2/4","40 - 49세","남자",36
"세종특별자치시","2024.2/4","40 - 49세","여자",27
"세종특별자치시","2024.2/4","50 - 59세","남자",26
"세종특별자치시","2024.2/4","50 - 59세","여자",18
"세종특별자치시","2024.2/4","60세이상","남자",18
"세종특별자치시","2024.2/4","60세이상","여자",12
"세종특별자치시","2024.3/4","20 - 29세","남자",11
"세종특별자치시","2024.3/4","20 - 29세","여자",11
"세종특별자치시","2024.3/4","30 - 39세","남자",28
"세종특별자치시","2024.3/4","30 - 39세","여자",22
"세종특별자치시","2024.3/4","40 - 49세","남자",36
"세종특별자치시","2024.3/4","40 - 49세","여자",26
"세종특별자치시","2024.3/4","50 - 59세","남자",27
"세종특별자치시","2024.3/4","50 - 59세","여자",18
"세종특별자치시","2024.3/4","60세이상","남자",19
"세종특별자치시","2024.3/4","60세이상","여자",13
"세종특별자치시","2024.4/4","20 - 29세","남자",11
"세종특별자치시","2024.4/4","20 - 29세","여자",12
"세종특별자치시","2024.4/4","30 - 39세","남자",28
"세종특별자치시","2024.4/4","30 - 39세","여자",22
"세종특별자치시","2024.4/4","40 - 49세","남자",36
"세종특별자치시","2024.4/4","40 - 49세","여자",26
"세종특별자치시","2024.4/4","50 - 59세","남자",27
"세종특별자치시","2024.4/4","50 - 59세","여자",19
"세종특별자치시","2024.4/4","60세이상","남자",19
"세종특별자치시","2024.4/4","60세이상","여자",13
"경기도","2014.1/4","20 - 29세","남자",439
"경기도","2014.1/4","20 - 29세","여자",455
"경기도","2014.1/4","30 - 39세","남자",968
"경기도","2014.1/4","30 - 39세","여자",533
"경기도","2014.1/4","40 - 49세","남자",1073
"경기도","2014.1/4","40 - 49세","여자",705
"경기도","2014.1/4","50 - 59세","남자",791
"경기도","2014.1/4","50 - 59세","여자",519
"경기도","2014.1/4","60세이상","남자",338
"경기도","2014.1/4","60세이상","여자",195
"경기도","2014.2/4","20 - 29세","남자",426
"경기도","2014.2/4","20 - 29세","여자",466
"경기도","2014.2/4","30 - 39세","남자",964
"경기도","2014.2/4","30 - 39세","여자",554
"경기도","2014.2/4","40 - 49세","남자",1073
"경기도","2014.2/4","40 - 49세","여자",729
"경기도","2014.2/4","50 - 59세","남자",839
"경기도","2014.2/4","50 - 59세","여자",540
"경기도","2014.2/4","60세이상","남자",394
"경기도","2014.2/4","60세이상","여자",236
"경기도","2014.3/4","20 - 29세","남자",455
"경기도","2014.3/4","20 - 29세","여자",469
"경기도","2014.3/4","30 - 39세","남자",973
"경기도","2014.3/4","30 - 39세","여자",549
"경기도","2014.3/4","40 - 49세","남자",1072
"경기도","2014.3/4","40 - 49세","여자",733
"경기도","2014.3/4","50 - 59세","남자",845
"경기도","2014.3/4","50 - 59세","여자",550
"경기도","2014.3/4","60세이상","남자",406
"경기도","2014.3/4","60세이상","여자",243
"경기도","2014.4/4","20 - 29세","남자",440
"경기도","2014.4/4","20 - 29세","여자",459
"경기도","2014.4/4","30 - 39세","남자",965
"경기도","2014.4/4","30 - 39세","여자",529
"경기도","2014.4/4","40 - 49세","남자",1092
"경기도","2014.4/4","40 - 49세","여자",753
"경기도","2014.4/4","50 - 59세","남자",845
"경기도","2014.4/4","50 - 59세","여자",562
"경기도","2014.4/4","60세이상","남자",409
"경기도","2014.4/4","60세이상","여자",241
"경기도","2015.1/4","20 - 29세","남자",451
"경기도","2015.1/4","20 - 29세","여자",487
"경기도","2015.1/4","30 - 39세","남자",954
"경기도","2015.1/4","30 - 39세","여자",523
"경기도","2015.1/4","40 - 49세","남자",1078
"경기도","2015.1/4","40 - 49세","여자",739
"경기도","2015.1/4","50 - 59세","남자",828
"경기도","2015.1/4","50 - 59세","여자",552
"경기도","2015.1/4","60세이상","남자",373
"경기도","2015.1/4","60세이상","여자",223
"경기도","2015.2/4","20 - 29세","남자",439
"경기도","2015.2/4","20 - 29세","여자",498
"경기도","2015.2/4","30 - 39세","남자",958
"경기도","2015.2/4","30 - 39세","여자",521
"경기도","2015.2/4","40 - 49세","남자",1090
"경기도","2015.2/4","40 - 49세","여자",744
"경기도","2015.2/4","50 - 59세","남자",852
"경기도","2015.2/4","50 - 59세","여자",577
"경기도","2015.2/4","60세이상","남자",421
"경기도","2015.2/4","60세이상","여자",254
"경기도","2015.3/4","20 - 29세","남자",446
"경기도","2015.3/4","20 - 29세","여자",501
"경기도","2015.3/4","30 - 39세","남자",954
"경기도","2015.3/4","30 - 39세","여자",533
"경기도","2015.3/4","40 - 49세","남자",1076
"경기도","2015.3/4","40 - 49세","여자",747
"경기도","2015.3/4","50 - 59세","남자",847
"경기도","2015.3/4","50 - 59세","여자",579
"경기도","2015.3/4","60세이상","남자",427
"경기도","2015.3/4","60세이상","여자",261
"경기도","2015.4/4","20 - 29세","남자",451
"경기도","2015.4/4","20 - 29세","여자",488
"경기도","2015.4/4","30 - 39세","남자",948
"경기도","2015.4/4","30 - 39세","여자",537
"경기도","2015.4/4","40 - 49세","남자",1083
"경기도","2015.4/4","40 - 49세","여자",758
"경기도","2015.4/4","50 - 59세","남자",865
"경기도","2015.4/4","50 - 59세","여자",566
"경기도","2015.4/4","60세이상","남자",413
"경기도","2015.4/4","60세이상","여자",258
"경기도","2016.1/4","20 - 29세","남자",439
"경기도","2016.1/4","20 - 29세","여자",482
"경기도","2016.1/4","30 - 39세","남자",939
"경기도","2016.1/4","30 - 39세","여자",550
"경기도","2016.1/4","40 - 49세","남자",1075
"경기도","2016.1/4","40 - 49세","여자",730
"경기도","2016.1/4","50 - 59세","남자",847
"경기도","2016.1/4","50 - 59세","여자",564
"경기도","2016.1/4","60세이상","남자",392
"경기도","2016.1/4","60세이상","여자",242
"경기도","2016.2/4","20 - 29세","남자",473
"경기도","2016.2/4","20 - 29세","여자",482
"경기도","2016.2/4","30 - 39세","남자",941
"경기도","2016.2/4","30 - 39세","여자",560
"경기도","2016.2/4","40 - 49세","남자",1079
"경기도","2016.2/4","40 - 49세","여자",734
"경기도","2016.2/4","50 - 59세","남자",876
"경기도","2016.2/4","50 - 59세","여자",581
"경기도","2016.2/4","60세이상","남자",435
"경기도","2016.2/4","60세이상","여자",288
"경기도","2016.3/4","20 - 29세","남자",471
"경기도","2016.3/4","20 - 29세","여자",483
"경기도","2016.3/4","30 - 39세","남자",951
"경기도","2016.3/4","30 - 39세","여자",559
"경기도","2016.3/4","40 - 49세","남자",1091
"경기도","2016.3/4","40 - 49세","여자",738
"경기도","2016.3/4","50 - 59세","남자",891
"경기도","2016.3/4","50 - 59세","여자",594
"경기도","2016.3/4","60세이상","남자",440
"경기도","2016.3/4","60세이상","여자",301
"경기도","2016.4/4","20 - 29세","남자",454
"경기도","2016.4/4","20 - 29세","여자",484
"경기도","2016.4/4","30 - 39세","남자",950
"경기도","2016.4/4","30 - 39세","여자",557
"경기도","2016.4/4","40 - 49세","남자",1090
"경기도","2016.4/4","40 - 49세","여자",727
"경기도","2016.4/4","50 - 59세","남자",906
"경기도","2016.4/4","50 - 59세","여자",600
"경기도","2016.4/4","60세이상","남자",432
"경기도","2016.4/4","60세이상","여자",297
"경기도","2017.1/4","20 - 29세","남자",437
"경기도","2017.1/4","20 - 29세","여자",483
"경기도","2017.1/4","30 - 39세","남자",944
"경기도","2017.1/4","30 - 39세","여자",554
"경기도","2017.1/4","40 - 49세","남자",1090
"경기도","2017.1/4","40 - 49세","여자",728
"경기도","2017.1/4","50 - 59세","남자",906
"경기도","2017.1/4","50 - 59세","여자",608
"경기도","2017.1/4","60세이상","남자",415
"경기도","2017.1/4","60세이상","여자",269
"경기도","2017.2/4","20 - 29세","남자",461
"경기도","2017.2/4","20 - 29세","여자",494
"경기도","2017.2/4","30 - 39세","남자",936
"경기도","2017.2/4","30 - 39세","여자",547
"경기도","2017.2/4","40 - 49세","남자",1104
"경기도","2017.2/4","40 - 49세","여자",719
"경기도","2017.2/4","50 - 59세","남자",930
"경기도","2017.2/4","50 - 59세","여자",640
"경기도","2017.2/4","60세이상","남자",465
"경기도","2017.2/4","60세이상","여자",304
"경기도","2017.3/4","20 - 29세","남자",483
"경기도","2017.3/4","20 - 29세","여자",498
"경기도","2017.3/4","30 - 39세","남자",939
"경기도","2017.3/4","30 - 39세","여자",543
"경기도","2017.3/4","40 - 49세","남자",1102
"경기도","2017.3/4","40 - 49세","여자",740
"경기도","2017.3/4","50 - 59세","남자",934
"경기도","2017.3/4","50 - 59세","여자",639
"경기도","2017.3/4","60세이상","남자",475
"경기도","2017.3/4","60세이상","여자",321
"경기도","2017.4/4","20 - 29세","남자",488
"경기도","2017.4/4","20 - 29세","여자",487
"경기도","2017.4/4","30 - 39세","남자",948
"경기도","2017.4/4","30 - 39세","여자",552
"경기도","2017.4/4","40 - 49세","남자",1092
"경기도","2017.4/4","40 - 49세","여자",754
"경기도","2017.4/4","50 - 59세","남자",941
"경기도","2017.4/4","50 - 59세","여자",662
"경기도","2017.4/4","60세이상","남자",470
"경기도","2017.4/4","60세이상","여자",317
"경기도","2018.1/4","20 - 29세","남자",474
"경기도","2018.1/4","20 - 29세","여자",489
"경기도","2018.1/4","30 - 39세","남자",942
"경기도","2018.1/4","30 - 39세","여자",564
"경기도","2018.1/4","40 - 49세","남자",1090
"경기도","2018.1/4","40 - 49세","여자",712
"경기도","2018.1/4","50 - 59세","남자",933
"경기도","2018.1/4","50 - 59세","여자",653
"경기도","2018.1/4","60세이상","남자",458
"경기도","2018.1/4","60세이상","여자",277
"경기도","2018.2/4","20 - 29세","남자",473
"경기도","2018.2/4","20 - 29세","여자",510
"경기도","2018.2/4","30 - 39세","남자",947
"경기도","2018.2/4","30 - 39세","여자",576
"경기도","2018.2/4","40 - 49세","남자",1093
"경기도","2018.2/4","40 - 49세","여자",707
"경기도","2018.2/4","50 - 59세","남자",952
"경기도","2018.2/4","50 - 59세","여자",666
"경기도","2018.2/4","60세이상","남자",515
"경기도","2018.2/4","60세이상","여자",318
"경기도","2018.3/4","20 - 29세","남자",477
"경기도","2018.3/4","20 - 29세","여자",511
"경기도","2018.3/4","30 - 39세","남자",949
"경기도","2018.3/4","30 - 39세","여자",562
"경기도","2018.3/4","40 - 49세","남자",1083
"경기도","2018.3/4","40 - 49세","여자",706
"경기도","2018.3/4","50 - 59세","남자",944
"경기도","2018.3/4","50 - 59세","여자",670
"경기도","2018.3/4","60세이상","남자",527
"경기도","2018.3/4","60세이상","여자",334
"경기도","2018.4/4","20 - 29세","남자",477
"경기도","2018.4/4","20 - 29세","여자",506
"경기도","2018.4/4","30 - 39세","남자",958
"경기도","2018.4/4","30 - 39세","여자",552
"경기도","2018.4/4","40 - 49세","남자",1087
"경기도","2018.4/4","40 - 49세","여자",690
"경기도","2018.4/4","50 - 59세","남자",944
"경기도","2018.4/4","50 - 59세","여자",689
"경기도","2018.4/4","60세이상","남자",527
"경기도","2018.4/4","60세이상","여자",341
"경기도","2019.1/4","20 - 29세","남자",471
"경기도","2019.1/4","20 - 29세","여자",492
"경기도","2019.1/4","30 - 39세","남자",948
"경기도","2019.1/4","30 - 39세","여자",551
"경기도","2019.1/4","40 - 49세","남자",1081
"경기도","2019.1/4","40 - 49세","여자",694
"경기도","2019.1/4","50 - 59세","남자",939
"경기도","2019.1/4","50 - 59세","여자",688
"경기도","2019.1/4","60세이상","남자",508
"경기도","2019.1/4","60세이상","여자",334
"경기도","2019.2/4","20 - 29세","남자",490
"경기도","2019.2/4","20 - 29세","여자",494
"경기도","2019.2/4","30 - 39세","남자",949
"경기도","2019.2/4","30 - 39세","여자",575
"경기도","2019.2/4","40 - 49세","남자",1066
"경기도","2019.2/4","40 - 49세","여자",710
"경기도","2019.2/4","50 - 59세","남자",958
"경기도","2019.2/4","50 - 59세","여자",722
"경기도","2019.2/4","60세이상","남자",571
"경기도","2019.2/4","60세이상","여자",388
"경기도","2019.3/4","20 - 29세","남자",497
"경기도","2019.3/4","20 - 29세","여자",506
"경기도","2019.3/4","30 - 39세","남자",936
"경기도","2019.3/4","30 - 39세","여자",565
"경기도","2019.3/4","40 - 49세","남자",1064
"경기도","2019.3/4","40 - 49세","여자",711
"경기도","2019.3/4","50 - 59세","남자",958
"경기도","2019.3/4","50 - 59세","여자",714
"경기도","2019.3/4","60세이상","남자",585
"경기도","2019.3/4","60세이상","여자",405
"경기도","2019.4/4","20 - 29세","남자",516
"경기도","2019.4/4","20 - 29세","여자",508
